"dateTimeID","messID","dt_string","datetime_lt","datetime_ct","day","hour","Log_05","Log_10","Log_11","Log_14","Log_19","Log_20","Log_22","Log_23","Log_24","Log_26","Log_27","Log_28","Log_29","Log_30","Log_31","Log_32","Log_36","Log_37","Log_39","Log_40","aussen14_1_1","aussen14_1_2","tempNum"
"T070217090000",497,"2017-02-07 09:00:00",2017-02-07 09:00:00,2017-02-07 09:00:00,"Di. 07 Feb 2017","09",22.75,21.25,21,21.25,20.75,23.25,20,22.5,21.25,22,21,20.75,23,20,22,22.5,21.5,20.25,23.75,20.5,1.5,1.5,24
"T070217100000",498,"2017-02-07 10:00:00",2017-02-07 10:00:00,2017-02-07 10:00:00,"Di. 07 Feb 2017","10",23.75,22.5,22.25,22.5,21.75,24.25,21,23,22.25,23,22.5,22.25,23.75,21.25,24,23.25,22,21,24.5,21.5,2.5,2.5,24
"T070217110000",499,"2017-02-07 11:00:00",2017-02-07 11:00:00,2017-02-07 11:00:00,"Di. 07 Feb 2017","11",24.25,22.75,22.75,23.25,22,24.75,21.75,23.5,23,24,23,22.75,24.5,21.75,24,23.5,22.5,21.5,25,22,3.5,3.5,24
"T070217120000",500,"2017-02-07 12:00:00",2017-02-07 12:00:00,2017-02-07 12:00:00,"Di. 07 Feb 2017","12",24.75,23.25,23,24,22.5,25,22.25,23.75,23.75,24.5,23.75,23.5,24.5,22.25,24.5,24,23,22.5,25.25,23,4.5,4.5,24
"T070217130000",501,"2017-02-07 13:00:00",2017-02-07 13:00:00,2017-02-07 13:00:00,"Di. 07 Feb 2017","13",25.25,24.25,24.5,25.75,23.5,25.75,23.5,24,24.75,25.25,25.5,25,25.5,23.5,25.5,25,24,23.5,26.25,24.5,6,5.5,24
"T070217140000",502,"2017-02-07 14:00:00",2017-02-07 14:00:00,2017-02-07 14:00:00,"Di. 07 Feb 2017","14",24.75,23.5,23.5,24.5,23.25,25.25,23,23.5,24.25,24.5,24.5,24.25,25,23,24.5,24.5,23.5,23,25.25,23.5,6,6,24
"T070217150000",503,"2017-02-07 15:00:00",2017-02-07 15:00:00,2017-02-07 15:00:00,"Di. 07 Feb 2017","15",24.75,23.5,23.5,24.5,23.25,25,22.75,23.5,24.25,24.5,24,24,25,23,24.5,24,23.5,23,24.75,23.5,6,5.5,24
"T070217160000",504,"2017-02-07 16:00:00",2017-02-07 16:00:00,2017-02-07 16:00:00,"Di. 07 Feb 2017","16",23.75,22.5,22.5,23,22.5,23.75,21.75,23,23,23,23,22.75,24,21.75,22.5,23,22.75,22,23.75,22,4,4,24
"T070217170000",505,"2017-02-07 17:00:00",2017-02-07 17:00:00,2017-02-07 17:00:00,"Di. 07 Feb 2017","17",23.25,21.75,21.5,21.75,21.75,23.25,21,22.5,22.25,22,21.75,21.75,23.5,21,21.5,22.5,22,21,23.25,21.25,3.5,3.5,22
"T070217180000",506,"2017-02-07 18:00:00",2017-02-07 18:00:00,2017-02-07 18:00:00,"Di. 07 Feb 2017","18",22.5,20.75,21,21,21,22.75,20,22,21.25,21.5,21,21,23,20,21,22,21.5,20.5,23,20.5,3,3,22
"T070217190000",507,"2017-02-07 19:00:00",2017-02-07 19:00:00,2017-02-07 19:00:00,"Di. 07 Feb 2017","19",22.25,21,21,21,20.75,22.5,20,21.75,21.25,21.75,20.75,20.5,22.5,19.75,20.5,21.75,21.5,20,23,20.25,2.5,2,22
"T070217200000",508,"2017-02-07 20:00:00",2017-02-07 20:00:00,2017-02-07 20:00:00,"Di. 07 Feb 2017","20",22.25,20.75,20.5,21,20.5,22.5,19.5,21.75,21,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23,20,2,2,22
"T070217210000",509,"2017-02-07 21:00:00",2017-02-07 21:00:00,2017-02-07 21:00:00,"Di. 07 Feb 2017","21",22.25,20.75,20.5,21,20.5,22.5,19.5,21.75,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23,20,2,1.5,22
"T070217220000",510,"2017-02-07 22:00:00",2017-02-07 22:00:00,2017-02-07 22:00:00,"Di. 07 Feb 2017","22",22.25,20.75,20.5,21,20.5,22.5,19.5,21.75,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23,20,2,2,22
"T070217230000",511,"2017-02-07 23:00:00",2017-02-07 23:00:00,2017-02-07 23:00:00,"Di. 07 Feb 2017","23",22.25,20.75,20.5,20.75,20.5,22.5,19.5,22,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23,20,2,2,22
"T080217000000",512,"2017-02-08 00:00:00",2017-02-08 00:00:00,2017-02-08 00:00:00,"Mi. 08 Feb 2017","00",22.25,20.75,20.5,20.75,20.5,22.5,19.5,21.75,20.75,21.5,20.5,20.5,22.5,19.75,21,21.75,21,19.5,22.75,20,2,1.5,22
"T080217010000",513,"2017-02-08 01:00:00",2017-02-08 01:00:00,2017-02-08 01:00:00,"Mi. 08 Feb 2017","01",22.25,20.75,20.5,20.75,20.5,22.25,19.5,21.5,20.75,21.5,20.5,20.25,22,19.5,21,21.5,21,19.5,22.75,20,1.5,1.5,22
"T080217020000",514,"2017-02-08 02:00:00",2017-02-08 02:00:00,2017-02-08 02:00:00,"Mi. 08 Feb 2017","02",22.25,20.75,20.5,20.75,20.5,22.5,19.5,22,20.75,21.5,20.5,20.5,22.5,19.75,21,21.75,21,19.5,22.75,20,1.5,1.5,22
"T080217030000",515,"2017-02-08 03:00:00",2017-02-08 03:00:00,2017-02-08 03:00:00,"Mi. 08 Feb 2017","03",22.25,20.75,20.5,20.75,20.25,22.25,19.5,21.25,20.75,21.5,20.75,20.5,22,19.75,21,21.75,21,19,22.75,19.75,1.5,1,22
"T080217040000",516,"2017-02-08 04:00:00",2017-02-08 04:00:00,2017-02-08 04:00:00,"Mi. 08 Feb 2017","04",22.25,20.75,20.5,21,20.5,22.5,19.5,21.25,20.75,21.5,20.75,20.5,22,19.75,21,21.75,21,19.5,22.75,20,1,1,22
"T080217050000",517,"2017-02-08 05:00:00",2017-02-08 05:00:00,2017-02-08 05:00:00,"Mi. 08 Feb 2017","05",22.25,20.75,20.5,20.75,20.5,22.5,19.5,21.25,20.75,20,20.5,20.5,22,19.75,21,21.75,21,19.5,22.75,20,1,1,22
"T080217060000",518,"2017-02-08 06:00:00",2017-02-08 06:00:00,2017-02-08 06:00:00,"Mi. 08 Feb 2017","06",22.25,21,20.5,21,20.5,22.5,19.75,21.25,20.75,21,20.75,20.5,22,19.75,21,21.75,21,19.5,22.75,20,1.5,1,22
"T080217070000",519,"2017-02-08 07:00:00",2017-02-08 07:00:00,2017-02-08 07:00:00,"Mi. 08 Feb 2017","07",22.25,21,20.5,21,20.5,22.75,19.75,21.75,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,22.75,19.5,1.5,1,22
"T080217080000",520,"2017-02-08 08:00:00",2017-02-08 08:00:00,2017-02-08 08:00:00,"Mi. 08 Feb 2017","08",22.75,20.75,20.75,21,20.5,23,19.75,22.25,20.75,21.5,20.75,20.5,23,19.75,21,22,21,19.5,23.25,20,1.5,1.5,24
"T080217090000",521,"2017-02-08 09:00:00",2017-02-08 09:00:00,2017-02-08 09:00:00,"Mi. 08 Feb 2017","09",22.75,21.25,21,21,20.75,23.25,20,22,21.25,22,21,20.75,23,20,21.5,22.25,21,20,23.5,20.25,2,2,24
"T080217100000",522,"2017-02-08 10:00:00",2017-02-08 10:00:00,2017-02-08 10:00:00,"Mi. 08 Feb 2017","10",23.25,21.75,21.5,21.5,21,23.5,20.5,22.75,21.75,22.5,21.5,21.25,23.25,20.5,22.5,22.75,21.5,20.5,23.75,20.75,2.5,2.5,24
"T080217110000",523,"2017-02-08 11:00:00",2017-02-08 11:00:00,2017-02-08 11:00:00,"Mi. 08 Feb 2017","11",23.25,22,21.5,22,21.25,23.75,20.75,22.75,21.75,23,21.75,21.5,23.5,20.75,22.5,22.75,21.5,20.75,24,21,3,3,24
"T080217120000",524,"2017-02-08 12:00:00",2017-02-08 12:00:00,2017-02-08 12:00:00,"Mi. 08 Feb 2017","12",21.75,22.25,21,21.5,20.5,22.25,20.75,21,21.25,21.5,21.25,21,21.5,20.75,20.5,23,20.5,21,22,20.75,3.5,3.5,24
"T080217130000",525,"2017-02-08 13:00:00",2017-02-08 13:00:00,2017-02-08 13:00:00,"Mi. 08 Feb 2017","13",21.75,22.25,21,21.5,20.25,22.25,21,21.75,21.25,21.5,21,21,21.5,20.75,20.5,23,20.5,21,22.5,20.5,3.5,3.5,24
"T080217140000",526,"2017-02-08 14:00:00",2017-02-08 14:00:00,2017-02-08 14:00:00,"Mi. 08 Feb 2017","14",22.25,20,21,21,20.5,22.25,20.5,22,21.25,21.5,21,21,21.5,20.5,20.5,21.5,21,21,23,21,4,3.5,24
"T080217150000",527,"2017-02-08 15:00:00",2017-02-08 15:00:00,2017-02-08 15:00:00,"Mi. 08 Feb 2017","15",22.25,20.75,21.25,21.5,20.75,22.75,21,22.5,21.75,21.5,21.5,21.25,22,20.75,21,22,21,21,23.5,21,4,3.5,24
"T080217160000",528,"2017-02-08 16:00:00",2017-02-08 16:00:00,2017-02-08 16:00:00,"Mi. 08 Feb 2017","16",22.25,20.5,21.25,21.25,21,22.75,21,22.5,21.5,21.5,21.5,21,22,20.75,21,22,21,21,23.25,21,4,3.5,24
"T080217170000",529,"2017-02-08 17:00:00",2017-02-08 17:00:00,2017-02-08 17:00:00,"Mi. 08 Feb 2017","17",22.25,20.25,21,20.5,20.75,22.75,20.5,22.25,21.25,21.5,21,20.75,22.25,20.25,20.5,21.5,21,21,23.25,21,3.5,3.5,22
"T080217180000",530,"2017-02-08 18:00:00",2017-02-08 18:00:00,2017-02-08 18:00:00,"Mi. 08 Feb 2017","18",22.25,19.25,20.5,20,20.5,22.75,20,22,20.75,21.5,20.5,20.25,22.5,19.5,20.25,21,20.5,20.5,23,20.5,3.5,3.5,22
"T080217190000",531,"2017-02-08 19:00:00",2017-02-08 19:00:00,2017-02-08 19:00:00,"Mi. 08 Feb 2017","19",22.25,19.25,20.5,20,20.5,22.75,19,21.75,20.5,21.5,20,20,22.5,19.25,20.25,21,20.5,20.5,23,20.5,3,3,22
"T080217200000",532,"2017-02-08 20:00:00",2017-02-08 20:00:00,2017-02-08 20:00:00,"Mi. 08 Feb 2017","20",21.75,19.25,20,20,20.25,22.25,18.5,21.5,20.25,21.5,19.5,19.75,22,19,20.25,20.75,20.5,20,22.75,20.25,3,3,22
"T080217210000",533,"2017-02-08 21:00:00",2017-02-08 21:00:00,2017-02-08 21:00:00,"Mi. 08 Feb 2017","21",21.75,19.25,20,20,20.25,22.25,18.75,21.75,20.25,21.5,20,19.75,22,19.25,20.5,21,20.75,20,22.75,20.25,3,2.5,22
"T080217220000",534,"2017-02-08 22:00:00",2017-02-08 22:00:00,2017-02-08 22:00:00,"Mi. 08 Feb 2017","22",21.75,19.25,20.25,20.25,20.25,22.25,19,21,20.5,21.5,20,19.75,22,19.25,20.75,21,20.75,20,22.75,20,2.5,2.5,22
"T080217230000",535,"2017-02-08 23:00:00",2017-02-08 23:00:00,2017-02-08 23:00:00,"Mi. 08 Feb 2017","23",21.75,19.25,20,20.25,20.25,22.25,19,21,20.5,21.5,20,19.75,22,19.25,20.5,21,20.75,19.5,22.75,20,2,2,22
"T090217000000",536,"2017-02-09 00:00:00",2017-02-09 00:00:00,2017-02-09 00:00:00,"Do. 09 Feb 2017","00",21.75,19.5,20,20.25,20.25,22.25,19,21.5,20.25,21.5,20,19.75,22,19.25,20.5,21.25,20.75,19.5,22.75,20,2,1.5,22
"T090217010000",537,"2017-02-09 01:00:00",2017-02-09 01:00:00,2017-02-09 01:00:00,"Do. 09 Feb 2017","01",21.75,19.5,20,20.5,20.25,22.25,19,21,20.5,21.5,20,19.75,22,19.25,20.75,21.5,20.75,19.5,22.75,20,1,1,22
"T090217020000",538,"2017-02-09 02:00:00",2017-02-09 02:00:00,2017-02-09 02:00:00,"Do. 09 Feb 2017","02",21.75,20,20.25,20.5,20.5,22.25,19,21,20.5,21.5,20.5,20.25,22,19.25,21,21.5,20.75,19.5,22.75,20,0.5,0,22
"T090217030000",539,"2017-02-09 03:00:00",2017-02-09 03:00:00,2017-02-09 03:00:00,"Do. 09 Feb 2017","03",21.75,20,20.25,20.5,20.25,22.25,19,21,20.5,21.5,20.25,20.25,22,19.25,20.75,21.25,20.75,19.5,22.5,19.75,0,-0.5,22
"T090217040000",540,"2017-02-09 04:00:00",2017-02-09 04:00:00,2017-02-09 04:00:00,"Do. 09 Feb 2017","04",21.75,20,20,20.5,20.25,22.25,19,20.75,20.25,21.5,20,19.75,22,19.25,20.5,21.25,20.5,19,22.5,19.5,-0.5,-1,22
"T090217050000",541,"2017-02-09 05:00:00",2017-02-09 05:00:00,2017-02-09 05:00:00,"Do. 09 Feb 2017","05",21.75,20,20,20.25,20,22.25,19,20.75,20.25,20,20,19.75,22,19.25,20.5,21,20.5,19,22.5,19.5,-1,-1,22
"T090217060000",542,"2017-02-09 06:00:00",2017-02-09 06:00:00,2017-02-09 06:00:00,"Do. 09 Feb 2017","06",21.75,20,20,20.25,20,22.25,19,20.5,20.25,21,20,19.75,22,19,20.5,21,20.5,19,22.25,19.5,-1.5,-1.5,22
"T090217070000",543,"2017-02-09 07:00:00",2017-02-09 07:00:00,2017-02-09 07:00:00,"Do. 09 Feb 2017","07",21.75,20,20,20,19.75,22,19,20.75,20.25,21,20,19.75,22,19,20.25,21,20.5,18.75,22.25,19,-1.5,-1.5,22
"T090217080000",544,"2017-02-09 08:00:00",2017-02-09 08:00:00,2017-02-09 08:00:00,"Do. 09 Feb 2017","08",22.25,20.25,20.25,20.5,20.25,22.75,19,21.75,20.5,21.5,20.5,19.75,22.5,19.25,20.75,21.5,20.75,19.5,23,19.5,-1,-1,24
"T090217090000",545,"2017-02-09 09:00:00",2017-02-09 09:00:00,2017-02-09 09:00:00,"Do. 09 Feb 2017","09",22.75,21,20.75,21,20.75,23.25,19.5,22.25,21,22,21,20.75,22.75,19.75,21.5,22,21,20,23.25,20,-0.5,-0.5,24
"T090217100000",546,"2017-02-09 10:00:00",2017-02-09 10:00:00,2017-02-09 10:00:00,"Do. 09 Feb 2017","10",23.25,21.25,21.25,21.5,21,23.5,20.5,22.25,21.75,22.5,21.5,21.25,23,20.5,22.5,22.5,21.5,20.5,23.75,20.75,0,0,24
"T090217110000",547,"2017-02-09 11:00:00",2017-02-09 11:00:00,2017-02-09 11:00:00,"Do. 09 Feb 2017","11",24.25,22.25,22.25,23,22,24.5,21.5,23,22.75,23.5,22.75,22.5,24,21.5,23.75,23.5,22,21.5,24.75,22,0.5,0.5,24
"T090217120000",548,"2017-02-09 12:00:00",2017-02-09 12:00:00,2017-02-09 12:00:00,"Do. 09 Feb 2017","12",23.75,22.25,21.75,22.5,21.75,24.25,21,22.75,22.25,23,22.5,22.25,24,21.5,23,23.5,22,21.5,24,21.5,1,1,24
"T090217130000",549,"2017-02-09 13:00:00",2017-02-09 13:00:00,2017-02-09 13:00:00,"Do. 09 Feb 2017","13",23.5,21.75,21.5,22,21.5,23.75,21,22.5,22.25,23,22,21.75,23.5,21,22.75,23.5,22,21,23.75,21.5,0.5,0.5,24
"T090217140000",550,"2017-02-09 14:00:00",2017-02-09 14:00:00,2017-02-09 14:00:00,"Do. 09 Feb 2017","14",23.25,21.75,21.5,22,21.5,23.75,20.75,22.5,21.75,23,21.75,21.75,23.5,20.75,22.5,22.75,21.75,21,23.75,21,1,0.5,24
"T090217150000",551,"2017-02-09 15:00:00",2017-02-09 15:00:00,2017-02-09 15:00:00,"Do. 09 Feb 2017","15",23.25,21.25,21.25,21.5,21.25,23.25,20.5,22.25,21.75,22.5,21.5,21.25,23,20.5,22.25,22.5,21.5,20.5,23.5,21,0.5,0.5,24
"T090217160000",552,"2017-02-09 16:00:00",2017-02-09 16:00:00,2017-02-09 16:00:00,"Do. 09 Feb 2017","16",23.25,21.25,21,21.5,21,23.25,20.5,22,21.75,22.5,21.5,21.25,23,20.5,22,22.5,21.5,20.5,23.25,20.75,0.5,0.5,24
"T090217170000",553,"2017-02-09 17:00:00",2017-02-09 17:00:00,2017-02-09 17:00:00,"Do. 09 Feb 2017","17",22.75,21,21,21,21,23.25,20,21.5,21.25,21.5,21,21,23,20.25,21.5,22,21,20.5,23,20.5,0,0,22
"T090217180000",554,"2017-02-09 18:00:00",2017-02-09 18:00:00,2017-02-09 18:00:00,"Do. 09 Feb 2017","18",22.5,20.75,20.5,21,20.5,22.75,19.5,21,21,21.5,20.5,20.5,23,19.75,21,21.75,21,20,22.75,20.5,0.5,0,22
"T090217190000",555,"2017-02-09 19:00:00",2017-02-09 19:00:00,2017-02-09 19:00:00,"Do. 09 Feb 2017","19",22.75,20.75,20.75,21,20.75,23,19.5,21.5,21,22,20.5,20.5,23,19.75,21,22,21,20,23.25,20.25,0.5,0,22
"T090217200000",556,"2017-02-09 20:00:00",2017-02-09 20:00:00,2017-02-09 20:00:00,"Do. 09 Feb 2017","20",22.25,20.75,20.5,21,20.5,22.75,19.5,21.25,20.75,21.5,20.5,20.25,22.5,19.75,21.25,21.75,21,19.75,23.25,20,0.5,0,22
"T090217210000",557,"2017-02-09 21:00:00",2017-02-09 21:00:00,2017-02-09 21:00:00,"Do. 09 Feb 2017","21",22.25,20.75,20.5,20.75,20.5,22.75,19.5,21,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,21,19.5,22.75,20,0.5,0,22
"T090217220000",558,"2017-02-09 22:00:00",2017-02-09 22:00:00,2017-02-09 22:00:00,"Do. 09 Feb 2017","22",22.25,20.75,20.5,20.75,20.5,22.75,19.5,21,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,21,19.5,22.75,20,0.5,0.5,22
"T090217230000",559,"2017-02-09 23:00:00",2017-02-09 23:00:00,2017-02-09 23:00:00,"Do. 09 Feb 2017","23",22.25,20.5,20.5,20.5,20.5,22.75,19.5,21.5,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,21,19.5,22.75,20,0.5,0,22
"T100217000000",560,"2017-02-10 00:00:00",2017-02-10 00:00:00,2017-02-10 00:00:00,"Fr. 10 Feb 2017","00",22.25,20.75,20.5,20.5,20.5,22.75,19.5,21.25,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,21,19.5,22.75,20,0.5,0,22
"T100217010000",561,"2017-02-10 01:00:00",2017-02-10 01:00:00,2017-02-10 01:00:00,"Fr. 10 Feb 2017","01",22.25,20.75,20.5,20.5,20.5,22.75,19.5,21.25,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,20.75,19.5,22.75,20,0.5,0,22
"T100217020000",562,"2017-02-10 02:00:00",2017-02-10 02:00:00,2017-02-10 02:00:00,"Fr. 10 Feb 2017","02",22.25,20.75,20.5,20.5,20.5,22.75,19.5,21.25,20.75,21.5,20.5,20.25,22.5,19.5,21.25,21.5,20.75,19.5,22.75,20,0.5,0,22
"T100217030000",563,"2017-02-10 03:00:00",2017-02-10 03:00:00,2017-02-10 03:00:00,"Fr. 10 Feb 2017","03",22.25,20.75,20.5,20.5,20.25,22.75,19.5,21,20.75,21.5,20.5,20.25,22.25,19.5,21,21.5,20.75,19.5,22.75,19.75,0,0,22
"T100217040000",564,"2017-02-10 04:00:00",2017-02-10 04:00:00,2017-02-10 04:00:00,"Fr. 10 Feb 2017","04",22.25,20.75,20.5,20.75,20.5,22.75,19.5,21,20.75,21.5,20.5,20.25,22.25,19.5,21,21.5,20.75,19.5,22.75,19.75,-0.5,-1,22
"T100217050000",565,"2017-02-10 05:00:00",2017-02-10 05:00:00,2017-02-10 05:00:00,"Fr. 10 Feb 2017","05",22.25,20.75,20.5,21,20.5,22.75,19.5,21,20.75,20.5,20.75,20.5,22.5,19.5,21,21.5,21,19.5,22.75,20,-0.5,-0.5,22
"T100217060000",566,"2017-02-10 06:00:00",2017-02-10 06:00:00,2017-02-10 06:00:00,"Fr. 10 Feb 2017","06",22.25,20.75,20.5,20.5,20.25,22.5,19.5,20.75,20.75,21,20.5,20.25,22,19.5,20.75,21.5,20.75,19.5,22.75,19.75,-1,-1.5,22
"T100217070000",567,"2017-02-10 07:00:00",2017-02-10 07:00:00,2017-02-10 07:00:00,"Fr. 10 Feb 2017","07",22.25,20.75,20.5,20.5,20.25,22.75,19.5,21,20.75,21.5,20.5,20.25,22,19.25,20.75,21.5,20.75,19,22.75,19.5,-1,-1,22
"T100217080000",568,"2017-02-10 08:00:00",2017-02-10 08:00:00,2017-02-10 08:00:00,"Fr. 10 Feb 2017","08",22.5,20.75,20.5,21,20.5,23,19.5,22,20.75,21.5,20.5,20.25,22.5,19.5,21,21.75,21,19.5,23.25,19.75,-0.5,-1,24
"T100217090000",569,"2017-02-10 09:00:00",2017-02-10 09:00:00,2017-02-10 09:00:00,"Fr. 10 Feb 2017","09",22.75,21,20.5,21,20.5,23.25,19.5,22.25,21.25,22,21,20.75,23,19.75,21.75,22,21,20,23.25,20,0,0,24
"T100217100000",570,"2017-02-10 10:00:00",2017-02-10 10:00:00,2017-02-10 10:00:00,"Fr. 10 Feb 2017","10",23.75,22.25,21.75,22.5,21.5,24.25,20.75,23,22.25,23,22,22,23.5,21,23.25,22.75,21.5,21,24.25,21.25,1.5,1.5,24
"T100217110000",571,"2017-02-10 11:00:00",2017-02-10 11:00:00,2017-02-10 11:00:00,"Fr. 10 Feb 2017","11",24.25,22.75,22.5,23.5,22,24.75,21.5,23.25,23.25,24,23.25,23,24.5,22,24,23.5,22.5,21.5,24.75,22.25,2.5,2.5,24
"T100217120000",572,"2017-02-10 12:00:00",2017-02-10 12:00:00,2017-02-10 12:00:00,"Fr. 10 Feb 2017","12",24.75,23.25,23,24.5,22.75,25.25,22,23.5,23.75,24.5,24,23.75,25,22.5,24.25,24,23,22.5,25.25,23,4,3.5,24
"T100217130000",573,"2017-02-10 13:00:00",2017-02-10 13:00:00,2017-02-10 13:00:00,"Fr. 10 Feb 2017","13",24.75,23.25,23.25,24.5,23,25.25,22.5,23,23.75,24.5,24,24,25,22.75,24.5,24.25,23,22.5,25.25,23,4,4,24
"T100217140000",574,"2017-02-10 14:00:00",2017-02-10 14:00:00,2017-02-10 14:00:00,"Fr. 10 Feb 2017","14",24.25,22.75,23,23.75,22.75,24.75,22,23,23.25,24,23.5,23.25,24.5,22.25,24,23.75,23,22.5,24.5,22.5,4,4,24
"T100217150000",575,"2017-02-10 15:00:00",2017-02-10 15:00:00,2017-02-10 15:00:00,"Fr. 10 Feb 2017","15",24.75,23.25,23,24.25,23,25.25,22.25,23.5,23.75,24.5,24,23.75,25,22.5,24.25,24,23,22.5,25,23,5,4.5,24
"T100217160000",576,"2017-02-10 16:00:00",2017-02-10 16:00:00,2017-02-10 16:00:00,"Fr. 10 Feb 2017","16",24.5,23,23,24,22.75,24.75,22,23.25,23.5,24,23.5,23.5,24.5,22.5,24,24,23,22.5,24.75,22.75,4,4,24
"T100217170000",577,"2017-02-10 17:00:00",2017-02-10 17:00:00,2017-02-10 17:00:00,"Fr. 10 Feb 2017","17",23.75,22.25,22,22.75,22.25,24.25,21.5,22.5,22.75,22.5,22.5,22.5,24.25,21.5,23,23.5,22.5,21.75,24.25,22,3.5,3.5,22
"T100217180000",578,"2017-02-10 18:00:00",2017-02-10 18:00:00,2017-02-10 18:00:00,"Fr. 10 Feb 2017","18",23.25,21.25,21.5,21.75,21.5,23.25,20.75,22,21.75,22,21.5,21.5,23.75,20.75,22,22.75,22,21,23.25,21.25,2.5,2.5,22
"T100217190000",579,"2017-02-10 19:00:00",2017-02-10 19:00:00,2017-02-10 19:00:00,"Fr. 10 Feb 2017","19",22.5,20.75,21,21.5,21,22.75,20,21,21.25,22,21,20.75,23,20,21,22,21.5,20.25,23.25,20.5,1.5,1,22
"T100217200000",580,"2017-02-10 20:00:00",2017-02-10 20:00:00,2017-02-10 20:00:00,"Fr. 10 Feb 2017","20",22.25,20.75,21,21,20.75,22.75,20,21,21.25,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23.25,20,0,0,22
"T100217210000",581,"2017-02-10 21:00:00",2017-02-10 21:00:00,2017-02-10 21:00:00,"Fr. 10 Feb 2017","21",22.25,20.75,20.75,21,20.5,22.75,19.75,21,21,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,23,20,-0.5,-0.5,22
"T100217220000",582,"2017-02-10 22:00:00",2017-02-10 22:00:00,2017-02-10 22:00:00,"Fr. 10 Feb 2017","22",22.25,20.75,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.75,20.5,22.5,19.75,21,21.5,21,19.5,22.75,20,-1,-1,22
"T100217230000",583,"2017-02-10 23:00:00",2017-02-10 23:00:00,2017-02-10 23:00:00,"Fr. 10 Feb 2017","23",22.25,20.5,20.5,21,20.25,22.75,19.5,20.75,20.75,21.5,20.5,20.25,22.5,19.5,21,21.5,21,19,22.75,19.75,-1,-1.5,22
"T110217000000",584,"2017-02-11 00:00:00",2017-02-11 00:00:00,2017-02-11 00:00:00,"Sa. 11 Feb 2017","00",22.25,20.25,20.5,20.75,20.25,22.75,19.5,20.5,20.75,21.5,20.5,20.25,22,19.5,21,21.5,20.75,19,22.75,19.5,-1.5,-1.5,22
"T110217010000",585,"2017-02-11 01:00:00",2017-02-11 01:00:00,2017-02-11 01:00:00,"Sa. 11 Feb 2017","01",22.25,20.75,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.75,20.5,22.5,19.75,21.5,21.75,21,19.5,23,20,-0.5,-0.5,22
"T110217020000",586,"2017-02-11 02:00:00",2017-02-11 02:00:00,2017-02-11 02:00:00,"Sa. 11 Feb 2017","02",22.25,20.5,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.5,20.5,22.5,19.75,21.5,21.75,21,19.5,23,20,0,0,22
"T110217030000",587,"2017-02-11 03:00:00",2017-02-11 03:00:00,2017-02-11 03:00:00,"Sa. 11 Feb 2017","03",22.25,20.75,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.5,20.5,22.5,19.75,21.5,21.75,21,19.5,23,20,0.5,0,22
"T110217040000",588,"2017-02-11 04:00:00",2017-02-11 04:00:00,2017-02-11 04:00:00,"Sa. 11 Feb 2017","04",22.25,20.75,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.5,20.5,22.5,19.75,21.5,21.75,21,19.5,23,20,0.5,0,22
"T110217050000",589,"2017-02-11 05:00:00",2017-02-11 05:00:00,2017-02-11 05:00:00,"Sa. 11 Feb 2017","05",22.25,20.75,20.5,21,20.5,22.75,19.5,21.5,20.75,20.5,20.5,20.5,22.5,19.75,21.25,21.75,21,19.5,23,20,1,0.5,22
"T110217060000",590,"2017-02-11 06:00:00",2017-02-11 06:00:00,2017-02-11 06:00:00,"Sa. 11 Feb 2017","06",22.25,20.75,20.5,21,20.5,22.75,19.5,21.5,20.75,21,20.5,20.5,22.5,19.75,21.25,21.75,21,19.5,23,20,1,0.5,22
"T110217070000",591,"2017-02-11 07:00:00",2017-02-11 07:00:00,2017-02-11 07:00:00,"Sa. 11 Feb 2017","07",22.5,20.75,20.5,21,20.5,22.75,19.5,21.5,20.75,21.5,20.5,20.5,22.5,19.75,21.5,21.75,21,19.5,23.25,20,1,0.5,22
"T110217080000",592,"2017-02-11 08:00:00",2017-02-11 08:00:00,2017-02-11 08:00:00,"Sa. 11 Feb 2017","08",22.75,20.75,20.75,21,20.5,23.25,19.75,22.25,21,22,20.75,20.5,23,19.75,21.5,22,21,19.5,23.25,20,1,0.5,24
